Date,Open,High,Low,Close,Adj Close,Volume
2015-02-11,529.000000,532.400024,526.500000,529.200012,491.259125,2080794
2015-02-12,532.549988,540.950012,526.349976,538.000000,499.428101,2762870
2015-02-13,540.599976,541.000000,531.799988,532.900024,494.693848,3857250
2015-02-16,537.900024,542.500000,531.250000,533.775024,495.506134,3694358
2015-02-18,533.775024,541.474976,528.525024,537.400024,498.871216,2690846
2015-02-19,537.000000,542.450012,531.900024,539.900024,501.192017,2253502
2015-02-20,541.500000,544.950012,534.250000,536.525024,498.058929,3103012
2015-02-23,538.549988,540.775024,531.000000,533.750000,495.482910,2790782
2015-02-24,535.150024,535.500000,528.549988,533.825012,495.552551,2923144
2015-02-25,535.000000,537.400024,525.000000,526.224976,488.497375,2324262
2015-02-26,526.825012,528.000000,517.549988,519.075012,481.860016,6213472
2015-02-27,522.724976,529.275024,522.724976,527.000000,489.216827,5130892
2015-02-28,null,null,null,null,null,null
2015-03-02,540.174988,549.500000,534.000000,541.275024,502.468384,7192616
2015-03-03,543.224976,546.000000,538.525024,541.674988,502.839752,3014674
2015-03-04,552.500000,554.650024,530.000000,532.650024,494.461731,6138812
2015-03-05,532.500000,545.000000,531.250000,542.549988,503.652008,4851226
2015-03-09,538.525024,540.900024,528.000000,529.500000,491.537598,2877904
2015-03-10,531.000000,531.125000,522.500000,526.275024,488.543823,2567418
2015-03-11,525.450012,530.950012,525.000000,528.224976,490.353973,2732768
2015-03-12,530.049988,531.950012,525.549988,527.299988,489.495331,3765418
2015-03-13,530.000000,532.000000,517.299988,521.325012,483.948700,2713390
2015-03-16,522.500000,528.950012,521.250000,525.775024,488.079712,2674386
2015-03-17,530.000000,532.950012,521.424988,529.025024,491.096649,2684652
2015-03-18,530.075012,535.950012,526.599976,531.775024,493.649536,2574166
2015-03-19,535.500000,536.900024,524.349976,526.099976,488.381317,2686786
2015-03-20,525.500000,529.750000,522.974976,527.950012,490.098724,3241618
2015-03-23,527.974976,529.700012,523.000000,523.875000,486.315887,2723370
2015-03-24,521.650024,528.500000,517.724976,518.974976,481.767151,4486782
2015-03-25,520.025024,523.349976,515.549988,517.125000,480.049805,5304450
2015-03-26,513.450012,516.099976,501.049988,503.475006,467.378448,17900310
2015-03-27,507.475006,511.774994,504.049988,507.325012,470.952423,5420448
2015-03-30,510.000000,519.500000,506.399994,518.450012,481.279846,3477572
2015-03-31,519.950012,519.950012,507.424988,511.350006,474.688873,2981128
2015-04-01,513.049988,518.424988,506.500000,516.625000,479.585663,1922098
2015-04-06,517.500000,518.424988,509.899994,515.974976,478.982269,3575586
2015-04-07,516.625000,519.099976,511.825012,516.375000,479.353607,3098536
2015-04-08,520.025024,521.224976,515.025024,517.775024,480.653259,2053072
2015-04-09,519.125000,529.500000,515.000000,528.049988,490.191589,3501392
2015-04-10,526.500000,526.500000,517.424988,521.325012,483.948700,3059662
2015-04-13,520.000000,523.150024,517.400024,519.400024,482.161713,2281618
2015-04-15,520.000000,524.349976,512.599976,515.825012,478.843018,2446998
2015-04-16,514.000000,516.775024,509.000000,514.825012,477.914734,2805060
2015-04-17,512.549988,513.924988,508.024994,509.125000,472.623413,2024506
2015-04-20,510.000000,512.500000,501.299988,502.549988,466.519775,2594440
2015-04-21,502.500000,507.200012,497.799988,501.500000,465.545013,3255372
2015-04-22,503.250000,510.500000,496.750000,506.549988,470.232971,3382968
2015-04-23,510.024994,512.099976,503.049988,506.750000,470.418671,4813914
2015-04-24,509.450012,509.500000,500.174988,503.225006,467.146393,3602622
2015-04-27,503.475006,506.250000,498.000000,502.725006,466.682251,3685352
2015-04-28,499.774994,505.725006,495.049988,502.274994,466.264496,3971054
2015-04-29,502.000000,504.750000,494.000000,496.575012,460.973175,3931782
2015-04-30,495.500000,497.500000,489.524994,494.399994,458.954071,7571842
2015-05-04,497.024994,504.750000,496.000000,500.475006,464.593536,1570724
2015-05-05,499.524994,501.950012,492.924988,493.825012,458.420349,2569002
2015-05-06,493.750000,493.750000,482.750000,485.299988,450.506500,5503848
2015-05-07,484.000000,485.000000,472.100006,475.649994,441.548340,5868332
2015-05-08,480.750000,493.899994,477.700012,491.000000,455.797821,5785966
2015-05-11,493.024994,496.375000,487.024994,495.149994,459.650299,3365672
2015-05-12,495.000000,495.000000,483.500000,485.975006,451.133118,5553784
2015-05-13,487.924988,496.700012,485.799988,495.125000,459.627075,3895924
2015-05-14,494.500000,497.424988,487.000000,495.524994,459.998383,2227594
2015-05-15,497.450012,498.774994,492.100006,495.049988,459.557495,4076812
2015-05-18,498.000000,506.000000,496.000000,504.924988,468.724487,2856652
2015-05-19,503.174988,509.000000,499.049988,503.774994,467.656952,2393174
2015-05-20,504.825012,513.400024,504.774994,512.025024,475.315491,2004420
2015-05-21,512.000000,515.000000,507.549988,512.349976,475.617126,1967190
2015-05-22,512.349976,514.500000,509.174988,512.150024,475.431549,2344768
2015-05-25,514.200012,515.500000,508.799988,511.774994,475.083374,2184530
2015-05-26,512.224976,515.099976,509.024994,513.700012,476.870392,2453172
2015-05-27,511.899994,520.000000,510.700012,519.075012,481.860016,1609296
2015-05-28,519.525024,521.849976,511.100006,514.700012,477.798706,4780580
2015-05-29,514.974976,527.000000,513.575012,525.275024,487.615540,2529340
2015-06-01,524.474976,528.000000,515.500000,518.099976,480.954895,1920660
2015-06-02,519.200012,520.150024,502.450012,504.399994,468.237152,2363004
2015-06-03,504.500000,508.500000,499.000000,502.774994,466.728638,2912416
2015-06-04,504.424988,508.924988,497.500000,507.475006,471.091705,2778794
2015-06-05,505.125000,509.250000,501.250000,505.875000,469.606415,3376930
2015-06-08,502.125000,506.125000,497.774994,501.725006,465.753937,1905998
2015-06-09,502.500000,503.000000,498.549988,500.924988,465.011230,3020130
2015-06-10,499.000000,509.500000,498.500000,507.799988,471.393372,3993124
2015-06-11,508.799988,509.274994,497.350006,500.100006,464.245453,4547088
2015-06-12,500.500000,505.424988,495.075012,504.575012,468.399567,3264172
2015-06-15,501.000000,506.875000,500.000000,502.600006,466.566193,2999914
2015-06-16,500.000000,505.225006,498.524994,504.200012,468.051483,3005262
2015-06-17,504.500000,506.750000,499.750000,502.350006,466.334137,4843134
2015-06-18,502.950012,511.899994,501.125000,509.799988,473.250000,4215858
2015-06-19,512.400024,517.474976,506.575012,515.250000,478.309235,1871162
2015-06-22,516.049988,528.450012,514.250000,523.575012,486.037384,2724826
2015-06-23,526.000000,530.599976,521.250000,526.049988,488.334961,2827590
2015-06-24,527.000000,528.900024,521.349976,522.900024,485.410828,3133698
2015-06-25,524.125000,535.424988,521.325012,532.500000,494.322540,8286784
2015-06-26,533.500000,535.474976,525.750000,531.424988,493.324585,2823752
2015-06-29,522.450012,530.875000,515.250000,528.325012,490.446838,3243918
2015-06-30,526.125000,536.000000,524.000000,533.575012,495.320496,3645068
2015-07-01,530.674988,538.500000,530.025024,536.174988,497.734009,2485594
2015-07-02,532.500000,533.849976,527.825012,529.099976,498.605652,2241722
2015-07-03,527.025024,538.075012,527.025024,537.125000,506.168182,2019644
2015-07-06,532.025024,542.500000,530.125000,541.750000,510.526672,1633890
2015-07-07,539.250000,545.750000,539.250000,543.424988,512.105164,2070736
2015-07-08,539.549988,540.299988,533.000000,534.424988,503.623810,2700338
2015-07-09,531.349976,538.450012,530.049988,537.025024,506.073975,1398982
2015-07-10,534.900024,547.500000,534.250000,545.375000,513.942688,2450044
2015-07-13,542.500000,552.950012,542.500000,548.075012,516.487122,3538042
2015-07-14,547.750000,550.950012,543.000000,545.924988,514.460938,2837058
2015-07-15,546.500000,550.724976,545.400024,548.349976,516.746155,1924702
2015-07-16,549.400024,559.500000,549.049988,557.349976,525.227539,3655212
2015-07-17,559.700012,560.875000,552.799988,555.275024,523.272156,1755494
2015-07-20,557.974976,559.500000,553.500000,557.625000,525.486694,2275634
2015-07-21,558.275024,564.000000,546.549988,549.025024,517.382446,5514068
2015-07-22,548.200012,558.525024,544.325012,557.200012,525.086304,3643200
2015-07-23,556.450012,558.349976,550.049988,553.950012,522.023560,2541586
2015-07-24,551.575012,557.500000,550.250000,553.924988,521.999878,2380504
2015-07-27,551.950012,552.250000,535.000000,547.924988,516.345703,1664286
2015-07-28,547.000000,556.950012,546.224976,554.250000,522.306274,3172836
2015-07-29,552.549988,558.950012,552.525024,554.174988,522.235474,1971516
2015-07-30,553.500000,558.500000,550.549988,555.275024,523.272156,4731094
2015-07-31,557.799988,560.500000,551.500000,555.825012,523.790466,2824750
2015-08-03,556.375000,558.750000,546.724976,547.700012,516.133728,2172864
2015-08-04,549.049988,551.000000,540.974976,543.224976,511.916595,2695464
2015-08-05,546.075012,548.849976,542.599976,546.099976,514.625916,2061390
2015-08-06,545.950012,550.674988,542.724976,547.974976,516.392822,1871856
2015-08-07,546.974976,548.750000,544.299988,546.325012,514.838013,1613570
2015-08-10,547.500000,552.974976,544.000000,547.325012,515.780273,1977188
2015-08-11,547.525024,549.424988,542.125000,547.349976,515.803833,1363844
2015-08-12,544.200012,547.450012,533.849976,535.224976,504.377716,3002870
2015-08-13,538.500000,541.349976,533.299988,538.775024,507.723114,1732526
2015-08-14,541.549988,551.825012,539.950012,550.900024,519.149353,1800830
2015-08-17,549.525024,550.900024,537.900024,545.750000,514.296082,1250106
2015-08-18,545.799988,548.049988,539.224976,543.174988,511.869507,928658
2015-08-19,542.424988,543.500000,537.500000,540.924988,509.749146,1502288
2015-08-20,534.000000,542.375000,534.000000,537.349976,506.380249,1522426
2015-08-21,532.000000,536.474976,525.500000,530.650024,500.066376,3879486
2015-08-24,522.349976,522.349976,505.625000,509.524994,480.158875,7343164
2015-08-25,512.349976,516.150024,502.850006,509.225006,479.876190,6173960
2015-08-26,508.700012,514.500000,504.500000,506.750000,477.543854,2786500
2015-08-27,512.500000,517.224976,504.549988,511.049988,481.596008,6936716
2015-08-28,515.525024,521.375000,509.700012,513.974976,484.352417,2776568
2015-08-31,510.549988,516.450012,507.774994,513.724976,484.116852,1720730
2015-09-01,510.649994,510.649994,496.500000,500.049988,471.229950,5234572
2015-09-02,502.549988,506.975006,492.500000,497.575012,468.897644,4340844
2015-09-03,501.149994,507.500000,499.500000,505.149994,476.036072,3253684
2015-09-04,501.100006,503.000000,490.000000,498.024994,469.321686,5702296
2015-09-07,500.500000,504.899994,490.000000,492.225006,463.855988,2690870
2015-09-08,493.350006,505.000000,488.500000,502.024994,473.091187,3722244
2015-09-09,507.250000,512.500000,502.500000,508.149994,478.863129,3276560
2015-09-10,501.500000,508.475006,498.149994,505.500000,476.365906,2231870
2015-09-11,507.250000,510.000000,503.399994,505.250000,476.130310,2150880
2015-09-14,504.424988,511.149994,501.750000,509.850006,480.465179,2530172
2015-09-15,508.975006,509.825012,504.049988,506.575012,477.378937,2166364
2015-09-16,509.450012,514.049988,505.774994,511.674988,482.184937,2127026
2015-09-18,517.500000,531.000000,515.575012,524.875000,494.624237,3920584
2015-09-21,518.974976,527.500000,518.174988,526.474976,496.131989,2138344
2015-09-22,525.025024,530.000000,512.650024,515.325012,485.624634,3012606
2015-09-23,509.600006,526.724976,509.325012,524.599976,494.365021,2580576
2015-09-24,523.500000,527.000000,518.000000,525.700012,495.401642,4126418
2015-09-28,527.500000,530.000000,521.549988,523.200012,493.045746,2888554
2015-09-29,516.000000,536.950012,512.549988,532.400024,501.715515,5209420
2015-09-30,534.000000,536.500000,530.674988,534.400024,503.600281,4513898
2015-10-01,537.599976,538.450012,529.674988,533.825012,503.058441,2517394
2015-10-05,538.599976,552.400024,538.599976,549.174988,517.523682,4026686
2015-10-06,553.500000,553.950012,541.500000,542.974976,511.681000,2379482
2015-10-07,544.000000,549.174988,541.674988,543.875000,512.529175,2193134
2015-10-08,544.049988,545.349976,537.700012,541.549988,510.338135,1940954
2015-10-09,547.500000,547.500000,540.099976,543.075012,511.775238,1721614
2015-10-12,543.849976,547.750000,538.900024,540.275024,509.136627,1108670
2015-10-13,537.775024,541.075012,536.599976,538.174988,507.157654,911826
2015-10-14,534.400024,543.250000,533.525024,542.375000,511.115662,1374574
2015-10-15,542.849976,548.250000,540.500000,542.075012,510.832916,1962976
2015-10-16,545.000000,550.750000,542.500000,550.025024,518.324707,2421844
2015-10-19,550.000000,551.049988,547.150024,548.900024,517.264648,1327110
2015-10-20,549.000000,551.450012,545.599976,547.450012,515.898132,1925678
2015-10-21,549.450012,552.000000,542.500000,547.500000,515.945251,3636602
2015-10-23,549.724976,556.849976,548.000000,554.250000,522.306274,2233524
2015-10-26,556.974976,557.099976,548.500000,550.750000,519.007935,2443992
2015-10-27,547.775024,557.000000,547.775024,555.450012,523.437073,4492016
2015-10-28,552.525024,562.000000,552.525024,555.750000,523.719788,3847380
2015-10-29,555.000000,557.250000,550.000000,551.775024,519.973877,3351184
2015-10-30,551.000000,556.000000,545.224976,549.799988,518.112671,4048730
2015-11-02,547.525024,547.950012,538.250000,541.549988,510.338135,1578276
2015-11-03,545.474976,546.000000,539.599976,542.450012,511.186279,1274296
2015-11-04,545.025024,549.049988,539.125000,540.849976,509.678528,1348222
2015-11-05,539.250000,541.500000,534.750000,539.924988,508.806793,1798476
2015-11-06,540.349976,544.500000,537.625000,540.450012,509.301544,2940502
2015-11-09,529.000000,534.825012,525.500000,532.400024,501.715515,5714716
2015-11-10,530.025024,532.500000,526.224976,527.299988,496.909485,2201290
2015-11-13,524.700012,527.500000,520.500000,526.025024,495.707977,1970014
2015-11-16,524.375000,532.500000,522.625000,530.474976,499.901398,2367366
2015-11-17,531.650024,531.900024,525.599976,530.400024,499.830780,1283702
2015-11-18,530.849976,532.924988,523.150024,524.299988,494.082367,1223360
2015-11-19,527.500000,535.474976,524.799988,534.450012,503.647400,1638840
2015-11-20,532.450012,540.125000,530.000000,535.424988,504.566162,2324080
2015-11-23,537.000000,537.750000,529.525024,533.025024,502.304535,1704140
2015-11-24,532.625000,536.750000,531.049988,532.174988,501.503510,2001126
2015-11-26,529.500000,533.500000,525.549988,531.974976,501.314972,4395742
2015-11-27,532.424988,541.099976,530.474976,539.700012,508.594818,3462536
2015-11-30,539.599976,540.500000,534.849976,538.875000,507.817291,2623888
2015-12-01,538.525024,542.450012,536.750000,541.500000,510.291077,947666
2015-12-02,545.000000,546.349976,535.924988,538.900024,507.840881,1281142
2015-12-03,536.250000,540.500000,533.650024,538.375000,507.346130,1903856
2015-12-04,536.799988,536.799988,528.000000,529.450012,498.935547,2929914
2015-12-07,534.099976,535.549988,530.549988,530.974976,500.372620,2907404
2015-12-08,530.500000,530.950012,523.500000,524.625000,494.388641,2451330
2015-12-09,523.549988,528.500000,522.424988,523.724976,493.540466,1945308
2015-12-10,522.500000,531.599976,521.150024,530.299988,499.736542,3257170
2015-12-11,530.000000,530.299988,521.000000,523.174988,493.022217,1516960
2015-12-14,520.500000,529.924988,520.049988,527.525024,497.121521,2939008
2015-12-15,526.500000,531.224976,522.650024,529.724976,499.194641,2278708
2015-12-16,531.500000,536.674988,529.674988,533.650024,502.893524,3421384
2015-12-17,536.950012,542.000000,532.500000,540.125000,508.995331,2439006
2015-12-18,542.500000,542.500000,534.250000,536.500000,505.579163,1586064
2015-12-21,535.875000,539.950012,534.525024,537.700012,506.710052,1548750
2015-12-22,537.250000,538.250000,532.000000,533.224976,502.492920,1214768
2015-12-23,536.299988,538.974976,534.575012,537.049988,506.097534,1506984
2015-12-24,538.099976,538.200012,534.150024,537.000000,506.050385,1073176
2015-12-28,537.000000,539.950012,533.875000,538.625000,507.581696,3877714
2015-12-29,539.474976,539.924988,535.650024,538.974976,507.911560,2115806
2015-12-30,540.000000,540.974976,536.275024,537.150024,506.191742,1056280
2015-12-31,537.500000,542.450012,537.500000,541.075012,509.890594,4645004
2016-01-01,541.200012,545.125000,538.075012,544.375000,513.000366,1597538
2016-01-04,542.000000,542.000000,534.049988,535.250000,504.401276,2593768
2016-01-05,535.099976,537.400024,530.674988,531.200012,500.584686,1580436
2016-01-06,528.325012,538.375000,528.325012,533.549988,502.799225,2082768
2016-01-07,530.049988,532.450012,524.849976,528.099976,497.663330,3027714
2016-01-08,530.974976,532.250000,528.625000,531.174988,500.561157,1744178
2016-01-11,526.025024,530.500000,522.650024,529.299988,498.794220,1644456
2016-01-12,531.950012,531.950012,521.750000,523.474976,493.304871,2129368
2016-01-13,526.000000,531.375000,518.500000,530.075012,499.524567,2257574
2016-01-14,525.075012,528.700012,519.750000,524.875000,494.624237,3139592
2016-01-15,524.000000,527.724976,519.049988,521.075012,491.043243,2708630
2016-01-18,517.825012,520.724976,510.500000,512.924988,483.362946,3247694
2016-01-19,513.599976,518.775024,513.150024,517.900024,488.051208,3202606
2016-01-20,512.500000,554.000000,503.950012,509.149994,479.805511,4781794
2016-01-21,510.500000,516.625000,506.700012,511.500000,482.020081,3150402
2016-01-22,512.849976,522.125000,511.024994,515.150024,485.459717,2118142
2016-01-25,519.974976,523.349976,516.525024,520.575012,490.572021,5071942
2016-01-27,524.224976,524.349976,516.500000,517.825012,487.980530,2019734
2016-01-28,519.500000,523.450012,515.000000,515.849976,486.119354,4975986
2016-01-29,517.599976,527.474976,517.599976,524.924988,494.671356,2680092
2016-02-01,529.000000,533.500000,526.849976,529.875000,499.336029,2304742
2016-02-02,532.500000,532.625000,525.099976,526.900024,496.532532,3264314
2016-02-03,522.250000,525.700012,521.000000,521.924988,491.844177,2425122
2016-02-04,524.000000,527.450012,522.775024,524.599976,494.365021,2837996
2016-02-05,526.400024,531.900024,522.799988,527.625000,497.215729,3761952
2016-02-08,527.500000,529.000000,515.150024,517.924988,488.074768,1740962
2016-02-09,513.349976,515.775024,510.325012,513.025024,483.457214,2767730
2016-02-10,511.950012,515.075012,505.049988,506.475006,477.284698,3841140
2016-02-11,505.000000,506.500000,484.100006,487.649994,459.544647,4401800
2016-02-12,489.500000,493.225006,483.000000,485.700012,457.707062,6271072
2016-02-15,490.000000,494.125000,485.549988,486.799988,458.743622,5456480
2016-02-16,490.750000,491.000000,481.000000,486.725006,458.672974,3568048
2016-02-17,488.450012,489.950012,479.500000,487.450012,459.356201,3751962
2016-02-18,493.000000,495.625000,488.500000,494.725006,466.211914,3399928
2016-02-19,494.375000,496.299988,486.750000,494.649994,466.141174,1664330
2016-02-22,491.500000,498.000000,491.500000,494.375000,465.882050,2001198
2016-02-23,492.450012,492.750000,483.000000,485.024994,457.070923,3039160
2016-02-24,480.000000,481.450012,473.200012,474.799988,447.435272,3231734
2016-02-25,477.000000,478.625000,469.100006,471.325012,444.160553,4231598
2016-02-26,475.000000,485.500000,472.500000,480.500000,452.806763,3104694
2016-02-29,480.549988,491.299988,464.000000,485.924988,457.919037,4406376
2016-03-01,487.475006,493.375000,485.924988,492.075012,463.714630,2161280
2016-03-02,499.000000,505.450012,497.500000,503.600006,474.575378,3179488
2016-03-03,505.375000,510.000000,505.000000,507.924988,478.651093,2305200
2016-03-04,507.725006,512.450012,496.549988,510.274994,480.865662,2852312
2016-03-08,512.000000,512.000000,504.750000,507.075012,477.850128,956844
2016-03-09,506.500000,514.950012,503.375000,512.400024,482.868225,3264086
2016-03-10,512.400024,512.875000,505.049988,510.625000,481.195526,1335696
2016-03-11,509.950012,515.400024,506.500000,514.349976,484.705780,2365428
2016-03-14,514.000000,518.974976,512.625000,513.775024,484.164001,1504328
2016-03-15,513.950012,516.700012,510.825012,513.349976,483.763428,3845018
2016-03-16,513.500000,517.125000,509.475006,515.224976,485.530396,2401774
2016-03-17,517.474976,519.500000,505.575012,509.200012,479.852661,2556742
2016-03-18,511.475006,516.000000,507.674988,514.200012,484.564453,2067534
2016-03-21,516.500000,523.674988,516.125000,522.799988,492.668732,2659398
2016-03-22,523.250000,528.299988,520.349976,526.924988,496.556091,2060132
2016-03-23,526.525024,526.525024,520.275024,524.674988,494.435760,4232150
2016-03-28,522.500000,526.500000,520.825012,523.750000,493.564087,5635434
2016-03-29,523.750000,529.750000,522.125000,526.900024,496.532532,3366976
2016-03-30,529.000000,534.950012,526.950012,532.474976,501.786194,3907190
2016-03-31,533.424988,539.450012,532.525024,535.575012,504.707581,10040196
2016-04-01,534.400024,538.200012,528.400024,532.224976,501.550537,2579324
2016-04-04,532.599976,536.400024,532.000000,534.525024,503.718048,3089980
2016-04-05,534.500000,538.450012,527.825012,528.724976,498.252258,3331514
2016-04-06,530.500000,533.474976,528.375000,530.750000,500.160614,2147688
2016-04-07,532.000000,532.375000,523.525024,527.750000,497.333527,1955846
2016-04-08,527.500000,531.674988,527.125000,529.674988,499.147552,1481398
2016-04-11,530.150024,537.049988,521.424988,535.474976,504.613281,2024810
2016-04-12,534.799988,535.500000,529.625000,531.500000,500.867371,2470740
2016-04-13,536.000000,542.474976,534.750000,540.875000,509.702087,2487302
2016-04-18,541.750000,546.000000,535.799988,543.900024,512.552673,2058534
2016-04-20,545.950012,550.000000,541.775024,548.924988,517.288086,1910676
2016-04-21,547.500000,552.575012,544.500000,545.575012,514.131226,4095864
2016-04-22,544.750000,550.424988,542.599976,546.075012,514.602417,3904660
2016-04-25,550.000000,550.000000,542.250000,546.625000,515.120728,2780980
2016-04-26,547.500000,557.500000,546.250000,556.924988,524.827087,3526898
2016-04-27,554.924988,562.500000,554.500000,562.099976,529.703735,2881818
2016-04-28,562.099976,568.349976,555.174988,556.974976,524.874084,4044792
2016-04-29,556.900024,568.000000,553.099976,566.174988,533.543945,2805970
2016-05-02,563.875000,565.000000,558.000000,558.825012,526.617554,1931358
2016-05-03,560.950012,567.500000,556.575012,559.000000,526.782471,2347648
2016-05-04,558.750000,567.250000,557.125000,563.674988,531.187988,2646164
2016-05-05,564.000000,567.375000,561.349976,566.150024,533.520325,2607124
2016-05-06,566.000000,566.125000,558.625000,559.825012,527.559937,1366576
2016-05-09,560.000000,572.474976,559.500000,570.700012,537.808167,3476590
2016-05-10,571.750000,573.750000,568.049988,572.450012,539.457275,2726500
2016-05-11,567.349976,572.500000,564.849976,569.400024,536.583008,3073686
2016-05-12,572.000000,576.000000,566.250000,574.549988,541.436218,2110844
2016-05-13,574.000000,574.000000,565.000000,570.450012,537.572571,2522658
2016-05-16,572.500000,582.950012,566.275024,581.400024,547.891479,2259384
2016-05-17,582.525024,584.625000,575.650024,576.724976,543.485840,2147712
2016-05-18,575.500000,575.500000,565.750000,570.325012,537.454712,2081322
2016-05-19,570.049988,571.349976,566.000000,569.650024,536.818665,1927898
2016-05-20,569.974976,574.250000,566.799988,570.450012,537.572571,1008316
2016-05-23,570.974976,574.974976,566.599976,568.375000,535.617126,1731766
2016-05-24,569.200012,571.825012,567.775024,569.974976,537.124878,1629734
2016-05-25,573.150024,587.974976,573.150024,586.650024,552.838806,2883674
2016-05-26,588.049988,594.450012,583.125000,591.625000,557.527100,6852780
2016-05-27,591.625000,595.000000,588.349976,593.400024,559.199829,2887592
2016-05-30,593.500000,597.500000,589.049988,589.875000,555.877930,1907266
2016-05-31,592.950012,592.950012,588.700012,590.950012,556.891052,2757820
2016-06-01,591.474976,591.474976,585.500000,587.575012,553.710571,2837816
2016-06-02,587.349976,590.299988,585.500000,587.474976,553.616272,3955308
2016-06-03,590.049988,592.500000,584.525024,585.875000,552.108521,2262210
2016-06-06,588.000000,591.200012,585.025024,585.549988,551.802246,2773654
2016-06-07,588.474976,590.000000,583.825012,586.849976,553.027344,2814252
2016-06-08,587.900024,589.000000,580.500000,581.299988,547.797180,2371406
2016-06-09,581.250000,582.099976,576.250000,579.700012,546.289429,2324092
2016-06-10,579.200012,586.349976,578.099976,580.674988,547.208252,3161156
2016-06-13,577.375000,582.474976,575.525024,576.450012,543.226746,1661618
2016-06-14,577.500000,578.500000,572.125000,575.924988,542.731995,1914384
2016-06-15,577.500000,585.450012,576.599976,584.775024,551.071960,1522912
2016-06-16,583.275024,584.424988,577.674988,581.075012,547.585144,2363884
2016-06-17,583.500000,589.000000,582.775024,585.000000,551.283997,1880826
2016-06-20,579.500000,589.625000,579.400024,586.025024,552.249878,1371382
2016-06-21,587.500000,587.724976,580.599976,583.325012,549.705444,1335484
2016-06-22,583.000000,587.500000,583.000000,585.750000,551.990662,1901920
2016-06-23,584.900024,595.924988,583.750000,595.049988,560.754761,1963366
2016-06-24,579.924988,585.950012,573.500000,580.950012,547.467346,5586982
2016-06-27,581.000000,584.500000,576.525024,579.974976,546.548462,2081894
2016-06-28,580.625000,586.549988,575.000000,583.474976,549.846741,2017490
2016-06-29,582.500000,584.750000,579.849976,584.150024,559.594177,2710334
2016-06-30,585.500000,590.000000,581.075012,588.224976,563.497803,8139446
2016-07-01,590.000000,592.500000,585.900024,587.250000,562.563843,2152438
2016-07-04,589.099976,589.750000,585.700012,586.400024,561.749573,3624926
2016-07-05,586.400024,587.150024,581.000000,582.799988,558.300903,1068164
2016-07-07,583.950012,594.375000,580.450012,592.825012,567.904419,2416308
2016-07-08,592.549988,592.799988,585.625000,587.424988,562.731445,1559434
2016-07-11,593.000000,600.950012,590.525024,599.875000,574.658142,2551266
2016-07-12,604.950012,604.950012,597.775024,601.075012,575.807678,3523016
2016-07-13,599.900024,600.974976,596.650024,598.875000,573.700134,3343536
2016-07-14,600.500000,601.075012,596.099976,600.174988,574.945496,1729834
2016-07-15,601.900024,613.000000,597.549988,611.849976,586.129700,2887108
2016-07-18,612.500000,619.250000,611.325012,613.724976,587.925842,2219242
2016-07-19,614.500000,615.375000,606.924988,609.174988,583.567200,1293002
2016-07-20,611.500000,619.250000,610.875000,616.099976,590.200989,2345166
2016-07-21,615.349976,619.950012,611.250000,614.299988,588.476746,4556452
2016-07-22,616.674988,617.325012,610.750000,615.400024,589.530518,2810136
2016-07-25,616.500000,624.724976,613.500000,623.474976,597.265991,4936442
2016-07-26,621.200012,622.825012,617.575012,619.400024,593.362366,2832996
2016-07-27,620.500000,623.775024,615.000000,618.474976,592.476196,5367368
2016-07-28,619.000000,625.625000,617.775024,624.224976,597.984497,5323264
2016-07-29,624.000000,625.000000,617.500000,623.099976,596.906799,1697838
2016-08-01,624.500000,629.474976,613.825012,621.150024,595.038757,2780432
2016-08-02,623.500000,628.224976,620.200012,621.650024,595.517761,2664698
2016-08-03,620.549988,624.974976,615.500000,620.224976,594.152649,2366938
2016-08-04,623.299988,623.349976,616.799988,620.500000,594.416077,2331440
2016-08-05,623.700012,627.825012,620.875000,624.625000,598.367737,2892456
2016-08-08,626.450012,627.500000,622.275024,624.799988,598.535339,2364388
2016-08-09,626.450012,626.450012,618.849976,623.599976,597.385803,2105428
2016-08-10,622.500000,625.474976,609.875000,613.450012,587.662476,1809860
2016-08-11,613.400024,617.500000,611.000000,614.125000,588.309082,1428036
2016-08-12,615.525024,617.500000,609.700012,614.349976,588.524536,2320748
2016-08-16,616.500000,619.224976,606.900024,613.650024,587.854065,1734284
2016-08-17,616.700012,618.750000,613.000000,617.450012,591.494324,2755518
2016-08-18,619.000000,627.450012,617.275024,626.250000,599.924438,3055828
2016-08-19,625.000000,625.000000,620.724976,623.549988,597.337830,2055318
2016-08-22,622.525024,627.224976,620.500000,625.150024,598.870667,2750646
2016-08-23,625.500000,627.000000,623.025024,625.724976,599.421448,2657262
2016-08-24,626.025024,632.099976,623.525024,630.900024,604.378967,2785468
2016-08-25,632.000000,633.400024,627.150024,629.275024,602.822266,4364944
2016-08-26,630.000000,630.950012,626.950012,628.549988,602.127686,1260568
2016-08-29,627.750000,627.750000,618.099976,619.049988,593.027039,1472092
2016-08-30,622.549988,635.250000,621.974976,634.325012,607.659973,4933804
2016-08-31,634.500000,647.500000,632.750000,645.599976,618.460938,5580682
2016-09-01,644.000000,645.000000,637.700012,641.849976,614.868530,2612338
2016-09-02,642.750000,644.500000,640.575012,642.549988,615.539185,1977594
2016-09-06,645.025024,651.950012,645.025024,650.200012,622.867615,2754442
2016-09-07,650.500000,652.500000,641.549988,643.375000,616.329529,2008222
